{'dept_num': 108, 'course_num': 215, 'instructor_name': 'TESSA CONROY', 'section_num': '001', 'instructor_id': '0005851160'},,,TESSA CONROY',TESSA CONROY,0005851160'},0005851160,,108,215,0005851160,TESSA CONROY
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'STEPHEN WRIGHT', 'section_num': '023', 'instructor_id': '0003382451'},,,STEPHEN WRIGHT',STEPHEN WRIGHT,0003382451'},0003382451,,266,990,0003382451,STEPHEN WRIGHT
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'SUMAN BANERJEE', 'section_num': '029', 'instructor_id': '0003661702'},,,SUMAN BANERJEE',SUMAN BANERJEE,0003661702'},0003661702,,266,990,0003661702,SUMAN BANERJEE
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'BENJAMIN LIBLIT', 'section_num': '032', 'instructor_id': '0000194439'},,,BENJAMIN LIBLIT',BENJAMIN LIBLIT,0000194439'},0000194439,,266,990,0000194439,BENJAMIN LIBLIT
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'SRINIVASA AKELLA', 'section_num': '033', 'instructor_id': '0004196073'},,,SRINIVASA AKELLA',SRINIVASA AKELLA,0004196073'},0004196073,,266,990,0004196073,SRINIVASA AKELLA
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'AN DOAN', 'section_num': '035', 'instructor_id': '0004195805'},,,AN DOAN',AN DOAN,0004195805'},0004195805,,266,990,0004195805,AN DOAN
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'BARTON MILLER', 'section_num': '082', 'instructor_id': '0002602060'},,,BARTON MILLER',BARTON MILLER,0002602060'},0002602060,,266,990,0002602060,BARTON MILLER
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'THOMAS REPS', 'section_num': '085', 'instructor_id': '0002600204'},,,THOMAS REPS',THOMAS REPS,0002600204'},0002600204,,266,990,0002600204,THOMAS REPS
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'VIKAS SINGH', 'section_num': '090', 'instructor_id': '0004427428'},,,VIKAS SINGH',VIKAS SINGH,0004427428'},0004427428,,266,990,0004427428,VIKAS SINGH
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'COLIN DEWEY', 'section_num': '091', 'instructor_id': '0004199635'},,,COLIN DEWEY',COLIN DEWEY,0004199635'},0004199635,,266,990,0004199635,COLIN DEWEY
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'MARK HILL', 'section_num': '095', 'instructor_id': '0002601171'},,,MARK HILL',MARK HILL,0002601171'},0002601171,,266,990,0002601171,MARK HILL
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'KEVIN PONTO', 'section_num': '111', 'instructor_id': '0001653746'},,,KEVIN PONTO',KEVIN PONTO,0001653746'},0001653746,,266,990,0001653746,KEVIN PONTO
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'SUSHMITA ROY', 'section_num': '120', 'instructor_id': '0003973023'},,,SUSHMITA ROY',SUSHMITA ROY,0003973023'},0003973023,,266,990,0003973023,SUSHMITA ROY
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'AWS ALBARGHOUTHI', 'section_num': '124', 'instructor_id': '0005518500'},,,AWS ALBARGHOUTHI',AWS ALBARGHOUTHI,0005518500'},0005518500,,266,990,0005518500,AWS ALBARGHOUTHI
{'dept_num': 266, 'course_num': 990, 'instructor_name': 'MATTHEW BERLAND', 'section_num': '130', 'instructor_id': '0000763738'},,,MATTHEW BERLAND',MATTHEW BERLAND,0000763738'},0000763738,,266,990,0000763738,MATTHEW BERLAND
{'dept_num': 295, 'course_num': 102, 'instructor_name': 'HONGMING ZHANG', 'section_num': '001', 'instructor_id': '0002601970'},,,HONGMING ZHANG',HONGMING ZHANG,0002601970'},0002601970,,295,102,0002601970,HONGMING ZHANG
{'dept_num': 295, 'course_num': 102, 'instructor_name': 'JUN WANG', 'section_num': '301', 'instructor_id': '0004995320'},,,JUN WANG',JUN WANG,0004995320'},0004995320,,295,102,0004995320,JUN WANG
{'dept_num': 295, 'course_num': 102, 'instructor_name': 'JIE ZHANG', 'section_num': '301', 'instructor_id': '0005862050'},,,JIE ZHANG',JIE ZHANG,0005862050'},0005862050,,295,102,0005862050,JIE ZHANG
{'dept_num': 295, 'course_num': 102, 'instructor_name': 'JUN WANG', 'section_num': '302', 'instructor_id': '0004995320'},,,JUN WANG',JUN WANG,0004995320'},0004995320,,295,102,0004995320,JUN WANG
{'dept_num': 295, 'course_num': 102, 'instructor_name': 'JIE ZHANG', 'section_num': '302', 'instructor_id': '0005862050'},,,JIE ZHANG',JIE ZHANG,0005862050'},0005862050,,295,102,0005862050,JIE ZHANG
{'dept_num': 295, 'course_num': 102, 'instructor_name': 'YIXUAN CAI', 'section_num': '303', 'instructor_id': '0005877392'},,,YIXUAN CAI',YIXUAN CAI,0005877392'},0005877392,,295,102,0005877392,YIXUAN CAI
{'dept_num': 295, 'course_num': 102, 'instructor_name': 'ZHEYU SU', 'section_num': '303', 'instructor_id': '0005909766'},,,ZHEYU SU',ZHEYU SU,0005909766'},0005909766,,295,102,0005909766,ZHEYU SU
{'dept_num': 295, 'course_num': 102, 'instructor_name': 'ZHEYU SU', 'section_num': '304', 'instructor_id': '0005909766'},,,ZHEYU SU',ZHEYU SU,0005909766'},0005909766,,295,102,0005909766,ZHEYU SU
{'dept_num': 295, 'course_num': 102, 'instructor_name': 'YIXUAN CAI', 'section_num': '304', 'instructor_id': '0005877392'},,,YIXUAN CAI',YIXUAN CAI,0005877392'},0005877392,,295,102,0005877392,YIXUAN CAI
{'dept_num': 295, 'course_num': 104, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '001', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,104,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 104, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '002', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,104,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 104, 'instructor_name': 'BO ZHAN', 'section_num': '301', 'instructor_id': '0005214862'},,,BO ZHAN',BO ZHAN,0005214862'},0005214862,,295,104,0005214862,BO ZHAN
{'dept_num': 295, 'course_num': 104, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '301', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,104,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 104, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '302', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,104,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 104, 'instructor_name': 'AYAE UWABO', 'section_num': '302', 'instructor_id': '0005904114'},,,AYAE UWABO',AYAE UWABO,0005904114'},0005904114,,295,104,0005904114,AYAE UWABO
{'dept_num': 295, 'course_num': 104, 'instructor_name': 'TAKUYA ITO', 'section_num': '304', 'instructor_id': '0006097617'},,,TAKUYA ITO',TAKUYA ITO,0006097617'},0006097617,,295,104,0006097617,TAKUYA ITO
{'dept_num': 295, 'course_num': 104, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '304', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,104,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 104, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '305', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,104,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 104, 'instructor_name': 'CHRISTOPHER ANDRADE', 'section_num': '305', 'instructor_id': '0004494763'},,,CHRISTOPHER ANDRADE',CHRISTOPHER ANDRADE,0004494763'},0004494763,,295,104,0004494763,CHRISTOPHER ANDRADE
{'dept_num': 295, 'course_num': 104, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '306', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,104,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 104, 'instructor_name': 'KAORUKO MINAMOTO', 'section_num': '306', 'instructor_id': '0006105242'},,,KAORUKO MINAMOTO',KAORUKO MINAMOTO,0006105242'},0006105242,,295,104,0006105242,KAORUKO MINAMOTO
{'dept_num': 295, 'course_num': 106, 'instructor_name': 'BYUNG-JIN LIM', 'section_num': '001', 'instructor_id': '0003919938'},,,BYUNG-JIN LIM',BYUNG-JIN LIM,0003919938'},0003919938,,295,106,0003919938,BYUNG-JIN LIM
{'dept_num': 295, 'course_num': 106, 'instructor_name': 'BYUNG-JIN LIM', 'section_num': '301', 'instructor_id': '0003919938'},,,BYUNG-JIN LIM',BYUNG-JIN LIM,0003919938'},0003919938,,295,106,0003919938,BYUNG-JIN LIM
{'dept_num': 295, 'course_num': 106, 'instructor_name': 'JIHYE YUN', 'section_num': '301', 'instructor_id': '0006101904'},,,JIHYE YUN',JIHYE YUN,0006101904'},0006101904,,295,106,0006101904,JIHYE YUN
{'dept_num': 295, 'course_num': 106, 'instructor_name': 'JIHYE YUN', 'section_num': '302', 'instructor_id': '0006101904'},,,JIHYE YUN',JIHYE YUN,0006101904'},0006101904,,295,106,0006101904,JIHYE YUN
{'dept_num': 295, 'course_num': 106, 'instructor_name': 'BYUNG-JIN LIM', 'section_num': '302', 'instructor_id': '0003919938'},,,BYUNG-JIN LIM',BYUNG-JIN LIM,0003919938'},0003919938,,295,106,0003919938,BYUNG-JIN LIM
{'dept_num': 295, 'course_num': 106, 'instructor_name': 'JIHYE YUN', 'section_num': '303', 'instructor_id': '0006101904'},,,JIHYE YUN',JIHYE YUN,0006101904'},0006101904,,295,106,0006101904,JIHYE YUN
{'dept_num': 295, 'course_num': 106, 'instructor_name': 'BYUNG-JIN LIM', 'section_num': '303', 'instructor_id': '0003919938'},,,BYUNG-JIN LIM',BYUNG-JIN LIM,0003919938'},0003919938,,295,106,0003919938,BYUNG-JIN LIM
{'dept_num': 295, 'course_num': 121, 'instructor_name': 'YUJUN WANG', 'section_num': '001', 'instructor_id': '0006186634'},,,YUJUN WANG',YUJUN WANG,0006186634'},0006186634,,295,121,0006186634,YUJUN WANG
{'dept_num': 295, 'course_num': 121, 'instructor_name': 'YUJUN WANG', 'section_num': '002', 'instructor_id': '0006186634'},,,YUJUN WANG',YUJUN WANG,0006186634'},0006186634,,295,121,0006186634,YUJUN WANG
{'dept_num': 295, 'course_num': 121, 'instructor_name': 'YUJUN WANG', 'section_num': '003', 'instructor_id': '0006186634'},,,YUJUN WANG',YUJUN WANG,0006186634'},0006186634,,295,121,0006186634,YUJUN WANG
{'dept_num': 295, 'course_num': 123, 'instructor_name': 'BRANDON KILLBY', 'section_num': '001', 'instructor_id': '0005856041'},,,BRANDON KILLBY',BRANDON KILLBY,0005856041'},0005856041,,295,123,0005856041,BRANDON KILLBY
{'dept_num': 295, 'course_num': 123, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '001', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,123,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 123, 'instructor_name': 'TAKEAKI OKAMOTO', 'section_num': '002', 'instructor_id': '0005664886'},,,TAKEAKI OKAMOTO',TAKEAKI OKAMOTO,0005664886'},0005664886,,295,123,0005664886,TAKEAKI OKAMOTO
{'dept_num': 295, 'course_num': 123, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '002', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,123,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 123, 'instructor_name': 'MICHAEL TOOLE', 'section_num': '003', 'instructor_id': '0004910338'},,,MICHAEL TOOLE',MICHAEL TOOLE,0004910338'},0004910338,,295,123,0004910338,MICHAEL TOOLE
{'dept_num': 295, 'course_num': 123, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '003', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,123,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 202, 'instructor_name': 'WEIHUA ZHU', 'section_num': '001', 'instructor_id': '0004930360'},,,WEIHUA ZHU',WEIHUA ZHU,0004930360'},0004930360,,295,202,0004930360,WEIHUA ZHU
{'dept_num': 295, 'course_num': 202, 'instructor_name': 'HAN YAN', 'section_num': '301', 'instructor_id': '0005045827'},,,HAN YAN',HAN YAN,0005045827'},0005045827,,295,202,0005045827,HAN YAN
{'dept_num': 295, 'course_num': 202, 'instructor_name': 'WENTING JI', 'section_num': '301', 'instructor_id': '0005508706'},,,WENTING JI',WENTING JI,0005508706'},0005508706,,295,202,0005508706,WENTING JI
{'dept_num': 295, 'course_num': 202, 'instructor_name': 'HAN YAN', 'section_num': '302', 'instructor_id': '0005045827'},,,HAN YAN',HAN YAN,0005045827'},0005045827,,295,202,0005045827,HAN YAN
{'dept_num': 295, 'course_num': 202, 'instructor_name': 'YANWEN WU', 'section_num': '302', 'instructor_id': '0005348703'},,,YANWEN WU',YANWEN WU,0005348703'},0005348703,,295,202,0005348703,YANWEN WU
{'dept_num': 295, 'course_num': 202, 'instructor_name': 'WENTING JI', 'section_num': '302', 'instructor_id': '0005508706'},,,WENTING JI',WENTING JI,0005508706'},0005508706,,295,202,0005508706,WENTING JI
{'dept_num': 295, 'course_num': 202, 'instructor_name': 'HAN YAN', 'section_num': '303', 'instructor_id': '0005045827'},,,HAN YAN',HAN YAN,0005045827'},0005045827,,295,202,0005045827,HAN YAN
{'dept_num': 295, 'course_num': 202, 'instructor_name': 'YANWEN WU', 'section_num': '303', 'instructor_id': '0005348703'},,,YANWEN WU',YANWEN WU,0005348703'},0005348703,,295,202,0005348703,YANWEN WU
{'dept_num': 295, 'course_num': 204, 'instructor_name': 'NAOMI GEYER', 'section_num': '001', 'instructor_id': '0003484595'},,,NAOMI GEYER',NAOMI GEYER,0003484595'},0003484595,,295,204,0003484595,NAOMI GEYER
{'dept_num': 295, 'course_num': 204, 'instructor_name': 'MYEONGOK LEE', 'section_num': '301', 'instructor_id': '0005920263'},,,MYEONGOK LEE',MYEONGOK LEE,0005920263'},0005920263,,295,204,0005920263,MYEONGOK LEE
{'dept_num': 295, 'course_num': 204, 'instructor_name': 'HAE REE JUN', 'section_num': '302', 'instructor_id': '0005498061'},,,HAE REE JUN',HAE REE JUN,0005498061'},0005498061,,295,204,0005498061,HAE REE JUN
{'dept_num': 295, 'course_num': 299, 'instructor_name': 'HONGMING ZHANG', 'section_num': '035', 'instructor_id': '0002601970'},,,HONGMING ZHANG',HONGMING ZHANG,0002601970'},0002601970,,295,299,0002601970,HONGMING ZHANG
{'dept_num': 295, 'course_num': 299, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '060', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,299,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 302, 'instructor_name': 'YANGTIAN LUO', 'section_num': '001', 'instructor_id': '0005305891'},,,YANGTIAN LUO',YANGTIAN LUO,0005305891'},0005305891,,295,302,0005305891,YANGTIAN LUO
{'dept_num': 295, 'course_num': 302, 'instructor_name': 'RUI WANG', 'section_num': '301', 'instructor_id': '0005171690'},,,RUI WANG',RUI WANG,0005171690'},0005171690,,295,302,0005171690,RUI WANG
{'dept_num': 295, 'course_num': 302, 'instructor_name': 'JI WANG', 'section_num': '301', 'instructor_id': '0005323634'},,,JI WANG',JI WANG,0005323634'},0005323634,,295,302,0005323634,JI WANG
{'dept_num': 295, 'course_num': 302, 'instructor_name': 'RUI WANG', 'section_num': '302', 'instructor_id': '0005171690'},,,RUI WANG',RUI WANG,0005171690'},0005171690,,295,302,0005171690,RUI WANG
{'dept_num': 295, 'course_num': 302, 'instructor_name': 'JI WANG', 'section_num': '302', 'instructor_id': '0005323634'},,,JI WANG',JI WANG,0005323634'},0005323634,,295,302,0005323634,JI WANG
{'dept_num': 295, 'course_num': 302, 'instructor_name': 'RUI WANG', 'section_num': '303', 'instructor_id': '0005171690'},,,RUI WANG',RUI WANG,0005171690'},0005171690,,295,302,0005171690,RUI WANG
{'dept_num': 295, 'course_num': 302, 'instructor_name': 'JI WANG', 'section_num': '303', 'instructor_id': '0005323634'},,,JI WANG',JI WANG,0005323634'},0005323634,,295,302,0005323634,JI WANG
{'dept_num': 295, 'course_num': 304, 'instructor_name': 'JUNKO MORI', 'section_num': '001', 'instructor_id': '0000617547'},,,JUNKO MORI',JUNKO MORI,0000617547'},0000617547,,295,304,0000617547,JUNKO MORI
{'dept_num': 295, 'course_num': 304, 'instructor_name': 'YOSHIYUKI HARA', 'section_num': '001', 'instructor_id': '0005693842'},,,YOSHIYUKI HARA',YOSHIYUKI HARA,0005693842'},0005693842,,295,304,0005693842,YOSHIYUKI HARA
{'dept_num': 295, 'course_num': 304, 'instructor_name': 'YOSHIYUKI HARA', 'section_num': '301', 'instructor_id': '0005693842'},,,YOSHIYUKI HARA',YOSHIYUKI HARA,0005693842'},0005693842,,295,304,0005693842,YOSHIYUKI HARA
{'dept_num': 295, 'course_num': 304, 'instructor_name': 'JUNKO MORI', 'section_num': '301', 'instructor_id': '0000617547'},,,JUNKO MORI',JUNKO MORI,0000617547'},0000617547,,295,304,0000617547,JUNKO MORI
{'dept_num': 295, 'course_num': 308, 'instructor_name': 'ANNE HANSEN', 'section_num': '001', 'instructor_id': '0000257624'},,,ANNE HANSEN',ANNE HANSEN,0000257624'},0000257624,,295,308,0000257624,ANNE HANSEN
{'dept_num': 295, 'course_num': 308, 'instructor_name': 'TYLER LEHRER', 'section_num': '301', 'instructor_id': '0005359447'},,,TYLER LEHRER',TYLER LEHRER,0005359447'},0005359447,,295,308,0005359447,TYLER LEHRER
{'dept_num': 295, 'course_num': 308, 'instructor_name': 'TYLER LEHRER', 'section_num': '304', 'instructor_id': '0005359447'},,,TYLER LEHRER',TYLER LEHRER,0005359447'},0005359447,,295,308,0005359447,TYLER LEHRER
{'dept_num': 295, 'course_num': 308, 'instructor_name': 'TYLER LEHRER', 'section_num': '307', 'instructor_id': '0005359447'},,,TYLER LEHRER',TYLER LEHRER,0005359447'},0005359447,,295,308,0005359447,TYLER LEHRER
{'dept_num': 295, 'course_num': 308, 'instructor_name': 'TYLER LEHRER', 'section_num': '308', 'instructor_id': '0005359447'},,,TYLER LEHRER',TYLER LEHRER,0005359447'},0005359447,,295,308,0005359447,TYLER LEHRER
{'dept_num': 295, 'course_num': 312, 'instructor_name': 'HONGMING ZHANG', 'section_num': '001', 'instructor_id': '0002601970'},,,HONGMING ZHANG',HONGMING ZHANG,0002601970'},0002601970,,295,312,0002601970,HONGMING ZHANG
{'dept_num': 295, 'course_num': 312, 'instructor_name': 'JUN WANG', 'section_num': '301', 'instructor_id': '0004995320'},,,JUN WANG',JUN WANG,0004995320'},0004995320,,295,312,0004995320,JUN WANG
{'dept_num': 295, 'course_num': 312, 'instructor_name': 'JIE ZHANG', 'section_num': '301', 'instructor_id': '0005862050'},,,JIE ZHANG',JIE ZHANG,0005862050'},0005862050,,295,312,0005862050,JIE ZHANG
{'dept_num': 295, 'course_num': 312, 'instructor_name': 'JIE ZHANG', 'section_num': '302', 'instructor_id': '0005862050'},,,JIE ZHANG',JIE ZHANG,0005862050'},0005862050,,295,312,0005862050,JIE ZHANG
{'dept_num': 295, 'course_num': 312, 'instructor_name': 'JUN WANG', 'section_num': '302', 'instructor_id': '0004995320'},,,JUN WANG',JUN WANG,0004995320'},0004995320,,295,312,0004995320,JUN WANG
{'dept_num': 295, 'course_num': 312, 'instructor_name': 'ZHEYU SU', 'section_num': '303', 'instructor_id': '0005909766'},,,ZHEYU SU',ZHEYU SU,0005909766'},0005909766,,295,312,0005909766,ZHEYU SU
{'dept_num': 295, 'course_num': 312, 'instructor_name': 'YIXUAN CAI', 'section_num': '303', 'instructor_id': '0005877392'},,,YIXUAN CAI',YIXUAN CAI,0005877392'},0005877392,,295,312,0005877392,YIXUAN CAI
{'dept_num': 295, 'course_num': 312, 'instructor_name': 'YIXUAN CAI', 'section_num': '304', 'instructor_id': '0005877392'},,,YIXUAN CAI',YIXUAN CAI,0005877392'},0005877392,,295,312,0005877392,YIXUAN CAI
{'dept_num': 295, 'course_num': 312, 'instructor_name': 'ZHEYU SU', 'section_num': '304', 'instructor_id': '0005909766'},,,ZHEYU SU',ZHEYU SU,0005909766'},0005909766,,295,312,0005909766,ZHEYU SU
{'dept_num': 295, 'course_num': 318, 'instructor_name': 'WEIHUA ZHU', 'section_num': '001', 'instructor_id': '0004930360'},,,WEIHUA ZHU',WEIHUA ZHU,0004930360'},0004930360,,295,318,0004930360,WEIHUA ZHU
{'dept_num': 295, 'course_num': 318, 'instructor_name': 'WENTING JI', 'section_num': '301', 'instructor_id': '0005508706'},,,WENTING JI',WENTING JI,0005508706'},0005508706,,295,318,0005508706,WENTING JI
{'dept_num': 295, 'course_num': 318, 'instructor_name': 'HAN YAN', 'section_num': '301', 'instructor_id': '0005045827'},,,HAN YAN',HAN YAN,0005045827'},0005045827,,295,318,0005045827,HAN YAN
{'dept_num': 295, 'course_num': 318, 'instructor_name': 'WENTING JI', 'section_num': '302', 'instructor_id': '0005508706'},,,WENTING JI',WENTING JI,0005508706'},0005508706,,295,318,0005508706,WENTING JI
{'dept_num': 295, 'course_num': 318, 'instructor_name': 'YANWEN WU', 'section_num': '302', 'instructor_id': '0005348703'},,,YANWEN WU',YANWEN WU,0005348703'},0005348703,,295,318,0005348703,YANWEN WU
{'dept_num': 295, 'course_num': 318, 'instructor_name': 'HAN YAN', 'section_num': '302', 'instructor_id': '0005045827'},,,HAN YAN',HAN YAN,0005045827'},0005045827,,295,318,0005045827,HAN YAN
{'dept_num': 295, 'course_num': 318, 'instructor_name': 'YANWEN WU', 'section_num': '303', 'instructor_id': '0005348703'},,,YANWEN WU',YANWEN WU,0005348703'},0005348703,,295,318,0005348703,YANWEN WU
{'dept_num': 295, 'course_num': 318, 'instructor_name': 'HAN YAN', 'section_num': '303', 'instructor_id': '0005045827'},,,HAN YAN',HAN YAN,0005045827'},0005045827,,295,318,0005045827,HAN YAN
{'dept_num': 295, 'course_num': 320, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '001', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,320,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 320, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '002', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,320,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 320, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '301', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,320,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 320, 'instructor_name': 'BO ZHAN', 'section_num': '301', 'instructor_id': '0005214862'},,,BO ZHAN',BO ZHAN,0005214862'},0005214862,,295,320,0005214862,BO ZHAN
{'dept_num': 295, 'course_num': 320, 'instructor_name': 'AYAE UWABO', 'section_num': '302', 'instructor_id': '0005904114'},,,AYAE UWABO',AYAE UWABO,0005904114'},0005904114,,295,320,0005904114,AYAE UWABO
{'dept_num': 295, 'course_num': 320, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '302', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,320,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 320, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '304', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,320,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 320, 'instructor_name': 'TAKUYA ITO', 'section_num': '304', 'instructor_id': '0006097617'},,,TAKUYA ITO',TAKUYA ITO,0006097617'},0006097617,,295,320,0006097617,TAKUYA ITO
{'dept_num': 295, 'course_num': 320, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '305', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,320,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 320, 'instructor_name': 'CHRISTOPHER ANDRADE', 'section_num': '305', 'instructor_id': '0004494763'},,,CHRISTOPHER ANDRADE',CHRISTOPHER ANDRADE,0004494763'},0004494763,,295,320,0004494763,CHRISTOPHER ANDRADE
{'dept_num': 295, 'course_num': 320, 'instructor_name': 'TAKAKO NAKAKUBO', 'section_num': '306', 'instructor_id': '0004930362'},,,TAKAKO NAKAKUBO',TAKAKO NAKAKUBO,0004930362'},0004930362,,295,320,0004930362,TAKAKO NAKAKUBO
{'dept_num': 295, 'course_num': 320, 'instructor_name': 'KAORUKO MINAMOTO', 'section_num': '306', 'instructor_id': '0006105242'},,,KAORUKO MINAMOTO',KAORUKO MINAMOTO,0006105242'},0006105242,,295,320,0006105242,KAORUKO MINAMOTO
{'dept_num': 295, 'course_num': 322, 'instructor_name': 'RANIA HUNTINGTON', 'section_num': '001', 'instructor_id': '0000245378'},,,RANIA HUNTINGTON',RANIA HUNTINGTON,0000245378'},0000245378,,295,322,0000245378,RANIA HUNTINGTON
{'dept_num': 295, 'course_num': 322, 'instructor_name': 'RANIA HUNTINGTON', 'section_num': '001', 'instructor_id': '0000245378'},,,RANIA HUNTINGTON',RANIA HUNTINGTON,0000245378'},0000245378,,295,322,0000245378,RANIA HUNTINGTON
{'dept_num': 295, 'course_num': 322, 'instructor_name': 'RANIA HUNTINGTON', 'section_num': '001', 'instructor_id': '0000245378'},,,RANIA HUNTINGTON',RANIA HUNTINGTON,0000245378'},0000245378,,295,322,0000245378,RANIA HUNTINGTON
{'dept_num': 295, 'course_num': 326, 'instructor_name': 'BYUNG-JIN LIM', 'section_num': '001', 'instructor_id': '0003919938'},,,BYUNG-JIN LIM',BYUNG-JIN LIM,0003919938'},0003919938,,295,326,0003919938,BYUNG-JIN LIM
{'dept_num': 295, 'course_num': 326, 'instructor_name': 'BYUNG-JIN LIM', 'section_num': '301', 'instructor_id': '0003919938'},,,BYUNG-JIN LIM',BYUNG-JIN LIM,0003919938'},0003919938,,295,326,0003919938,BYUNG-JIN LIM
{'dept_num': 295, 'course_num': 326, 'instructor_name': 'JIHYE YUN', 'section_num': '301', 'instructor_id': '0006101904'},,,JIHYE YUN',JIHYE YUN,0006101904'},0006101904,,295,326,0006101904,JIHYE YUN
{'dept_num': 295, 'course_num': 326, 'instructor_name': 'BYUNG-JIN LIM', 'section_num': '302', 'instructor_id': '0003919938'},,,BYUNG-JIN LIM',BYUNG-JIN LIM,0003919938'},0003919938,,295,326,0003919938,BYUNG-JIN LIM
{'dept_num': 295, 'course_num': 326, 'instructor_name': 'JIHYE YUN', 'section_num': '302', 'instructor_id': '0006101904'},,,JIHYE YUN',JIHYE YUN,0006101904'},0006101904,,295,326,0006101904,JIHYE YUN
