TERM : 1202,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,University of Wisconsin - Madison,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,
HEC,,,,,,,,,,,,,,
CIVIL SOC & COMMUNITY STUDI Section,"#",Ave,A AB B BC C D,F,,S,,U,CR,N,P,,I,NW NR Other
247 CSCS Grades,,GPA,,,,,,,,,,,,
Community and Social Change 125 001,62,3.589,50.0 29.0 11.3 8.1 1.6 .,.,,.,,.,.,.,.,,.,...
Nonprofit Sector: Overview 300 001,58,3.868,84.5 6.9 1.7 5.2 ..,.,,.,,.,.,.,.,,1.7,...
Communicating-Key Audiences 335 001,37,3.729,59.5 21.6 10.8 2.7 ..,.,,.,,.,.,.,.,,5.4,...
Evaluation and Planning 345 001,42,3.488,47.6 21.4 14.3 14.3 2.4 .,.,,.,,.,.,.,.,,.,...
Philanthropy & Civic Engagemnt 400 001,26,3.808,80.8 3.8 11.5 3.8 ..,.,,.,,.,.,.,.,,.,...
Civil Soc & Commnty Leadership 460 001,42,3.732,83.3 4.8 4.8 ...,4.8,,.,,.,.,.,.,,2.4,...
501 003,32,3.953,93.8 3.1 3.1 ...,.,,.,,.,.,.,.,,.,...
501 005,28,3.804,78.6 14.3 .3.6 3.6 .,.,,.,,.,.,.,.,,.,...
Special Topics Course Total,60,3.883,86.7 8.3 1.7 1.7 1.7 .,.,,.,,.,.,.,.,,,.  .  .  .
Community Based Resrch & Eval 570 001,34,3.926,91.2 2.9 5.9 ...,.,,.,,.,.,.,.,,.,...
Community Issues and Action 600 001,23,3.826,73.9 21.7 .4.3 ..,.,,.,,.,.,.,.,,.,...
Internship 601 001,19,3.974,94.7 5.3 ....,.,,.,,.,.,.,.,,.,...
699 004,9,4.000,100.0 .....,.,,.,,.,.,.,.,,.,...
699 018,5,***,,,,,,,.,.,.,,.,...
699 038,1,***,,,,,,,.,.,.,,.,...
699 059,5,***,,,,,,,.,.,.,,.,...
Independent Study Course Total,20,4.000,100.0 .  .  .  .  .,.,,.,,.,.,.,.,,,.  .  .  .
801 002,5,***,,,,,,,.,.,.,,.,...
801 004,7,4.000,100.0 .....,.,,.,,.,.,.,.,,.,...
Civil Soc & Community Research Course Total,12,4.000,100.0 .  .  .  .  .,.,,.,,.,.,.,.,,,.  .  .  .
Mixed-Methods Comm Research 812 001,18,3.500,27.8 55.6 11.1 .5.6 .,.,,.,,.,.,.,.,,.,...
990 005,6,,......,.,,100.0,,.,.,.,.,,.,...
990 009,3,***,,,,,,,.,.,.,,.,...
990 016,2,***,,,,,,,.,.,.,,.,...
990 037,1,***,,,,,,,.,.,.,,.,...
990 038,2,***,,,,,,,.,.,.,,.,...
990 053,1,***,,,,,,,.,.,.,,.,...
Research and Thesis Course Total,15,,.  .  .  .  .  .,.,,86.7,,.,.,.,13.3,,,.  .  .  .
999 016,2,***,,,,,,,.,.,.,,.,...
999 053,1,***,,,,,,,.,.,.,,.,...
Independent Study Course Total,3,***,,,,,,,,,,,,
"January 27, 2020",,,,,,,,,,,,,,Page 154 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,
HEC,,,,,,,,,,,,,,
CIVIL SOC & COMMUNITY STUDI Section,"#",Ave,A AB B BC C D,F,,S,U,,CR,N,,P,I,NW NR Other
247 CSCS,Grades,GPA,,,,,,,,,,,,
247 CSCS Dept. Total,471,3.768,71.3 13.6 5.9 3.8 0.8 .,0.4,,2.8,,.,.,,.,0.4,0.8,.  .  .
Summary by Level,"#",Ave,A AB B BC C D,F,,S,U,,CR,N,,P,I,NW NR Other
247 CSCS,Grades,GPA,,,,,,,,,,,,
Freshmen,7,4.000,100.0 .  .  .  .  .,.,,.,,.,.,,.,.,,.  .  .  .
Sophomore,54,3.802,75.9 7.4 13.0 1.9 .  .,.,,.,,.,.,,.,.,1.9,.  .  .
Junior,140,3.675,63.6 20.0 5.0 7.1 1.4 .,0.7,,.,,.,.,,.,.,2.1,.  .  .
Senior,210,3.808,79.5 10.5 5.7 3.3 0.5 .,0.5,,.,,.,.,,.,.,,.  .  .  .
Undergraduates,411,3.766,74.0 13.1 6.3 4.4 0.7 .,0.5,,.,,.,.,,.,.,1.0,.  .  .
Graduate,59,3.780,52.5 16.9 3.4 .  1.7 .,.,,22.0,,.,.,,.,3.4,,.  .  .  .
Prof Yr 2,1,***,,,,,,,.,,.,.,,.  .  .  .
Professionals,1,***,,,,,,,.,,.,.,,.  .  .  .
Dept. Total,471,3.768,71.3 13.6 5.9 3.8 0.8 .,0.4,,2.8,,.,.,,.,0.4,0.8,.  .  .
"January 27, 2020",,,,,,,,,,,,,,Page 155 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,
HEC,,,,,,,,,,,,,,
CONSUMER SCIENCE Section,"#",Ave,A AB B BC C D,F,,,S,U,CR,N,P,,I,NW NR Other
271 CNSR SCI Grades,,GPA,,,,,,,,,,,,
111 001,42,3.881,78.6 19.0 2.4 ...,.,,,.,.,.,.,.,,.,...
111 002,40,3.897,85.0 10.0 ..2.5 .,.,,,2.5,.,.,.,.,,.,...
111 003,42,3.964,92.9 7.1 ....,.,,,.,.,.,.,.,,.,...
Finc'l Life Skills Undergrads Course Total,124,3.915,85.5 12.1 0.8 .  0.8 .,.,,,0.8,.,.,.,,.,,.  .  .  .
Consuming Happiness 173 001,121,3.306,23.1 30.6 24.8 7.4 5.0 0.8,.,,,.,.,.,.,.,,.,.8.3 .
201 001,51,3.716,62.7 19.6 15.7 2.0 ..,.,,,.,.,.,.,.,,.,...
201 002,51,3.833,74.5 19.6 3.9 2.0 ..,.,,,.,.,.,.,.,,.,...
Consumer Research & Analysis Course Total,102,3.775,68.6 19.6 9.8 2.0 .  .,.,,,.,.,.,.,,.,,.  .  .  .
Retail Leadership Symposium 250 001,118,3.792,78.0 9.3 6.8 5.1 0.8 .,.,,,.,.,.,.,.,,.,...
Finc'l Svcs Leadership Sympos 251 001,86,3.762,77.9 9.3 5.8 5.8 ..,1.2,,,.,.,.,.,.,,.,...
Introduction to Retailing 257 001,122,3.578,54.9 21.3 13.1 5.7 4.9 .,.,,,.,.,.,.,.,,.,...
Finances & Families 273 001,44,3.477,31.8 36.4 27.3 4.5 ..,.,,,.,.,.,.,.,,.,...
275 001,80,3.119,11.3 37.5 27.5 16.3 5.0 2.5,.,,,.,.,.,.,.,,.,...
275 002,98,3.340,42.9 16.3 20.4 10.2 6.1 3.1,.,,,1.0,.,.,.,.,,.,...
Consumer Finance Course Total,178,3.240,28.7 25.8 23.6 12.9 5.6 2.8,.,,,0.6,.,.,.,,.,,.  .  .  .
301 001,47,3.255,23.4 34.0 25.5 8.5 6.4 2.1,.,,,.,.,.,.,.,,.,...
301 002,45,3.444,24.4 48.9 17.8 8.9 ..,.,,,.,.,.,.,.,,.,...
Advanced Consumer Analytics Course Total,92,3.348,23.9 41.3 21.7 8.7 3.3 1.1,.,,,.,.,.,.,,.,,.  .  .  .
321 001,44,3.721,77.3 9.1 .4.5 4.5 2.3,.,,,2.3,.,.,.,.,,.,...
321 002,39,3.949,92.3 5.1 2.6 ...,.,,,.,.,.,.,.,,.,...
321 003,44,3.898,90.9 2.3 2.3 4.5 ..,.,,,.,.,.,.,.,,.,...
321 004,40,3.850,87.5 5.0 .5.0 2.5 .,.,,,.,.,.,.,.,,.,...
Finc'l Life Skills After Grad Course Total,167,3.852,86.8 5.4 1.2 3.6 1.8 0.6,.,,,0.6,.,.,.,,.,,.  .  .  .
Financial Coaching 355 001,27,3.741,51.9 44.4 3.7 ...,.,,,.,.,.,.,.,,.,...
The Consumer and the Market 477 001,39,3.000,25.6 30.8 15.4 5.1 10.3 10.3,2.6,,,.,.,.,.,.,,.,...
Special Topics 501 001,12,3.833,66.7 33.3 ....,.,,,.,.,.,.,.,,.,...
Cons Strategy & Evl 555 001,75,3.773,58.7 37.3 4.0 ...,.,,,.,.,.,.,.,,.,...
Retail Channel Strategy 561 001,44,3.795,63.6 34.1 .2.3 ..,.,,,.,.,.,.,.,,.,...
The Global Consumer 562 001,46,3.500,23.9 63.0 8.7 2.2 .2.2,.,,,.,.,.,.,.,,.,...
Retail Financial Analysis 564 001,45,3.433,42.2 28.9 17.8 4.4 2.2 4.4,.,,,.,.,.,.,.,,.,...
Product Development Strategies 567 001,59,3.695,64.4 18.6 10.2 5.1 1.7 .,.,,,.,.,.,.,.,,.,...
Consumer Science Internship 601 001,20,3.900,95.0 ...5.0 .,.,,,.,.,.,.,.,,.,...
Retailing Internship 603 015,14,3.857,85.7 7.1 .7.1 ..,.,,,.,.,.,.,.,,.,...
627 001,43,2.988,18.6 25.6 16.3 23.3 14.0 .,2.3,,,.,.,.,.,.,,.,...
627 002,35,3.114,28.6 17.1 17.1 28.6 5.7 2.9,.,,,.,.,.,.,.,,.,...
Advanced Consumer Finance Course Total,78,3.045,23.1 21.8 16.7 25.6 10.3 1.3,1.3,,,.,.,.,.,,.,,.  .  .  .
Estate Plng for Fincl Planners 635 001,48,2.957,10.4 27.1 22.9 22.9 12.5 2.1,.,,,2.1,.,.,.,.,,.,...
657 001,52,3.837,67.3 32.7 ....,.,,,.,.,.,.,.,,.,...
657 002,47,3.872,76.6 21.3 2.1 ...,.,,,.,.,.,.,.,,.,...
Consumer Behavior Course Total,99,3.854,71.7 27.3 1.0 .  .  .,.,,,.,.,.,.,,.,,.  .  .  .
699 077,1,***,,,,,,,.,.,.,,.,...
699 078,1,***,,,,,,,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,,,Page 156 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,,
HEC,,,,,,,,,,,,,,,
CONSUMER SCIENCE Section #,,Ave,A AB B BC C D,F,,S,U,,CR,N,,P,,I,NW NR Other
271 CNSR SCI Grades,,GPA,,,,,,,,,,,,,
Independent Study Course Total 2,,***,,,,,,,,,,,,,
Grad Spec Topics-Consumer Sci 901 001 7,,3.786,71.4 14.3 14.3 ...,.,,.,.,,.,.,,.,,.,...
Seminar in Fam Economic Policy 930 001 9,,4.000,88.9 .....,.,,11.1,.,,.,.,,.,,.,...
999 076 1,,***,,,,,,,.,.,,.,,.,...
999 078 1,,***,,,,,,,.,.,,.,,.,...
Independent Study Course Total 2,,***,,,,,,,,,,,,,
271 CNSR SCI Dept. Total 1780,,3.524,54.8 23.0 11.2 6.1 2.9 1.0,0.2,,0.3,,.,.,,.,,.,,.  .  0.6 .
Summary by Level #,,Ave,A AB B BC C D,F,,S,U,,CR,N,,P,,I,NW NR Other
271 CNSR SCI Grades,,GPA,,,,,,,,,,,,,
Freshmen 60,,3.795,76.7 16.7 3.3 1.7 1.7 .,.,,.,,.,.,,.,,.,,.  .  .  .
Sophomore 266,,3.452,60.9 16.9 10.9 6.0 3.0 1.9,.,,0.4,,.,.,,.,,.,,.  .  .  .
Junior 589,,3.478,47.4 26.7 14.9 7.1 3.1 0.3,0.3,,0.2,,.,.,,.,,.,,.  .  .  .
Senior 829,,3.557,56.7 23.4 9.7 5.9 2.9 1.1,0.1,,0.2,,.,.,,.,,.,,.  .  .  .
Undergraduates 1744,,3.521,54.9 23.3 11.4 6.2 2.9 0.9,0.2,,0.2,,.,.,,.,,.,,.  .  .  .
Special 18,,3.233,22.2 11.1 .  5.6 .  5.6,.,,.,,.,.,,.,,.,,.  .  55.6 .
Graduate 18,,3.902,77.8 5.6 5.6 .  .  .,.,,5.6,,.,.,,.,,.,,.  .  5.6 .
Dept. Total 1780,,3.524,54.8 23.0 11.2 6.1 2.9 1.0,0.2,,0.3,,.,.,,.,,.,,.  .  0.6 .
"January 27, 2020",,,,,,,,,,,,,,,Page 157 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,,
HEC,,,,,,,,,,,,,,,
DESIGN STUDIES Section,"#",Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
359 DS Grades,,GPA,,,,,,,,,,,,,
101 001,14,3.607,35.7 50.0 14.3 ...,.,,,.,,.,.,.,.,,.,...
101 002,15,3.967,93.3 6.7 ....,.,,,.,,.,.,.,.,,.,...
101 003,11,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
Introduction to Textile Design Course Total,40,3.850,75.0 20.0 5.0 .  .  .,.,,,.,,.,.,.,,.,,.  .  .  .
Design: Fundamentals I 120 001,100,3.465,38.0 42.0 12.0 .2.0 4.0,1.0,,,.,,.,.,.,.,,1.0,...
Intro to Interior Architecture 130 001,60,3.600,48.3 33.3 13.3 3.3 .1.7,.,,,.,,.,.,.,.,,.,...
Sewn Construction I 153 001,34,3.647,52.9 23.5 23.5 ...,.,,,.,,.,.,.,.,,.,...
210 001,9,3.833,66.7 33.3 ....,.,,,.,,.,.,.,.,,.,...
210 002,12,3.500,41.7 25.0 16.7 .8.3 .,.,,,.,,.,.,.,.,,8.3,...
Fashion Illustration Course Total,21,3.650,52.4 28.6 9.5 .  4.8 .,.,,,.,,.,.,.,,.,4.8,.  .  .
Person & Environ Interactions 221 001,78,3.468,43.6 26.9 20.5 2.6 5.1 .,1.3,,,.,,.,.,.,.,,.,...
Interior Design I 222 001,34,3.906,76.5 17.6 ....,.,,,.,,.,.,.,.,,5.9,...
Interior Architect Design 223 001,36,3.625,33.3 61.1 2.8 2.8 ..,.,,,.,,.,.,.,.,,.,...
Materials and Finishes 224 001,34,3.833,64.7 32.4 ....,.,,,.,,.,.,.,.,,2.9,...
Textile Dsgn:Print & Dye I 227 001,13,3.833,69.2 15.4 7.7 ...,.,,,.,,.,.,.,.,,7.7,...
Textile Design: Weaving I 229 001,5,***,,,,,,,,.,.,.,,.,...
241 002,17,3.733,58.8 11.8 17.6 ...,.,,,.,,.,.,.,.,,11.8,...
241 003,17,3.853,76.5 17.6 5.9 ...,.,,,.,,.,.,.,.,,.,...
Visual Communication I Course Total,34,3.797,67.6 14.7 11.8 .  .  .,.,,,.,,.,.,.,,.,5.9,.  .  .
Design Leadership Symposium 252 001,86,3.866,84.9 7.0 4.7 3.5 ..,.,,,.,,.,.,.,.,,.,...
253 001,14,3.607,50.0 21.4 28.6 ...,.,,,.,,.,.,.,.,,.,...
253 002,10,3.500,30.0 20.0 30.0 ...,.,,,.,,.,.,.,.,,20.0,...
Patternmaking-Apparel Design Course Total,24,3.568,41.7 20.8 29.2 .  .  .,.,,,.,,.,.,.,,.,8.3,.  .  .
Dimensions-Material Culture 264 001,14,3.115,.35.7 42.9 14.3 ..,.,,,.,,.,.,.,.,,7.1,...
Cloth to Clothing 319 001,15,3.714,53.3 26.7 13.3 ...,.,,,.,,.,.,.,.,,6.7,...
Dsgn-Manual/Comptr Gen Imagery 327 001,10,3.889,70.0 20.0 ....,.,,,10.0,,.,.,.,.,,.,...
Design Thinking 341 001,26,3.942,88.5 11.5 ....,.,,,.,,.,.,.,.,,.,...
Textile Design: Weaving II 429 001,5,***,,,,,,,,.,.,.,,.,...
History of Textiles 430 002,41,3.816,58.5 34.1 ....,.,,,4.9,,.,.,.,.,,2.4,...
Color Theory and Technology 451 001,30,3.817,76.7 10.0 13.3 ...,.,,,.,,.,.,.,.,,.,...
501 001,5,***,,,,,,,,.,.,.,,.,...
501 002,7,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
501 003,11,3.909,81.8 18.2 ....,.,,,.,,.,.,.,.,,.,...
501 004,13,3.846,76.9 15.4 7.7 ...,.,,,.,,.,.,.,.,,.,...
Special Topics Course Total,36,3.890,83.3 11.1 5.6 .  .  .,.,,,.,,.,.,.,,.,,.  .  .  .
Experimental Textile Design 528 001,10,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
Textile:Spec & End Use Anal 561 001,38,3.658,47.4 42.1 5.3 5.3 ..,.,,,.,,.,.,.,.,,.,...
601 001,11,3.818,63.6 36.4 ....,.,,,.,,.,.,.,.,,.,...
601 002,1,***,,,,,,,,.,.,.,,.,...
Internship Course Total,12,3.833,66.7 33.3 .  .  .  .,.,,,.,,.,.,.,,.,,.  .  .  .
Interior Design III 622 001,36,3.542,41.7 41.7 2.8 11.1 2.8 .,.,,,.,,.,.,.,.,,.,...
Interior Design V 626 001,21,3.714,57.1 28.6 14.3 ...,.,,,.,,.,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,,,,Page 158 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,,
HEC,,,,,,,,,,,,,,,
DESIGN STUDIES Section #,,Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
359 DS Grades,,GPA,,,,,,,,,,,,,
690 032 3,,***,,,,,,,,.,.,.,,.,...
690 041 1,,***,,,,,,,,.,.,.,,.,...
Senior Thesis Course Total 4,,***,,,,,,,,,,,,,
699 008 1,,***,,,,,,,,.,.,.,,.,...
699 012 2,,***,,,,,,,,.,.,.,,.,...
699 032 4,,***,,,,,,,,.,.,.,,.,...
699 040 2,,***,,,,,,,,.,.,.,,.,...
699 041 1,,***,,,,,,,,.,.,.,,.,...
699 043 4,,***,,,,,,,,.,.,.,,.,...
699 046 2,,***,,,,,,,,.,.,.,,.,...
699 049 1,,***,,,,,,,,.,.,.,,.,...
Independent Study Course Total 17,,3.833,64.7 .  11.8 .  .  .,.,,,.,,.,.,.,,.,11.8,.  11.8 .
Dimensions of Material Culture 764 001 3,,***,,,,,,,,.,.,.,,.,...
999 020 1,,***,,,,,,,,.,.,.,,.,...
999 032 2,,***,,,,,,,,.,.,.,,.,...
999 041 2,,***,,,,,,,,.,.,.,,.,...
999 043 1,,***,,,,,,,,.,.,.,,.,...
999 048 3,,***,,,,,,,,.,.,.,,.,...
999 049 2,,***,,,,,,,,.,.,.,,.,...
Independent Study Course Total 11,,4.000,90.9 .  .  .  .  .,.,,,.,,.,.,.,,.,,.  .  9.1 .
359 DS Dept. Total 928,,3.686,58.9 25.9 9.4 1.7 0.9 0.5,0.2,,,0.3,,.,.,.,,.,1.8,.  0.3 .
Summary by Level #,,Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
359 DS Grades,,GPA,,,,,,,,,,,,,
Freshmen 97,,3.660,60.8 30.9 5.2 1.0 .  1.0,1.0,,,.,,.,.,.,,.,,.  .  .  .
Sophomore 231,,3.676,57.6 25.5 13.0 0.4 0.9 0.9,.,,,.,,.,.,.,,.,1.7,.  .  .
Junior 265,,3.684,58.9 24.5 9.4 1.1 1.1 0.8,0.4,,,.,,.,.,.,,.,3.4,.  0.4 .
Senior 293,,3.691,58.0 28.7 7.8 3.1 1.0 .,.,,,.,,.,.,.,,.,1.0,.  0.3 .
Undergraduates 886,,3.682,58.5 26.9 9.4 1.6 0.9 0.6,0.2,,,.,,.,.,.,,.,1.8,.  0.2 .
Special 16,,3.581,43.8 12.5 12.5 12.5 .  .,.,,,18.8,,.,.,.,,.,,.  .  .  .
Graduate 26,,3.906,84.6 .  7.7 .  .  .,.,,,.,,.,.,.,,.,3.8,.  3.8 .
Dept. Total 928,,3.686,58.9 25.9 9.4 1.7 0.9 0.5,0.2,,,0.3,,.,.,.,,.,1.8,.  0.3 .
"January 27, 2020",,,,,,,,,,,,,,,Page 159 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,
HEC,,,,,,,,,,,,,
INTERDIS COURSES (SOHE) Section #,,Ave,A AB B BC C D,F,,S,U,CR,N,P,,I,NW NR Other
498 INTER-HE Grades,,GPA,,,,,,,,,,,
Ecology of Human Happiness 201 001 132,,3.193,16.7 37.9 26.5 11.4 5.3 1.5,0.8,,.,.,.,.,.,,.,...
SoHE Career & Leadership Dev 202 001 184,,3.500,57.6 13.0 17.4 4.3 4.3 2.2,1.1,,.,.,.,.,.,,.,...
Human Ecology Special Topics 301 001 67,,3.303,6.0 59.7 22.4 9.0 1.5 .,.,,1.5,.,.,.,.,,.,...
801 001 18,,3.971,94.4 5.6 ....,.,,.,.,.,.,.,,.,...
801 005 13,,4.000,100.0 .....,.,,.,.,.,.,.,,.,...
Human Ecology Special Topics Course Total 31,,3.979,96.8 3.2 .  .  .  .,.,,.,.,.,.,,.,,.  .  .  .
815 001 15,,3.833,86.7 6.7 ..6.7 .,.,,.,.,.,.,.,,.,...
815 002 13,,3.808,84.6 7.7 ..7.7 .,.,,.,.,.,.,.,,.,...
815 003 10,,3.800,90.0 ...10.0 .,.,,.,.,.,.,.,,.,...
Prof Skills for Comm Leaders Course Total 38,,3.816,86.8 5.3 .  .  7.9 .,.,,.,.,.,.,,.,,.  .  .  .
Capstone Seminar 980 001 6,,,......,.,,83.3,.,.,.,.,,16.7,...
498 INTER-HE Dept. Total 458,,3.354,42.6 25.5 17.9 6.3 4.1 1.3,0.7,,1.3,.,.,.,,.,0.2,.  .  .
Summary by Level #,,Ave,A AB B BC C D,F,,S,U,CR,N,P,,I,NW NR Other
498 INTER-HE Grades,,GPA,,,,,,,,,,,
Freshmen 160,,3.188,11.3 44.4 26.9 10.6 5.0 1.3,0.6,,.,.,.,.,,.,,.  .  .  .
Sophomore 43,,3.393,23.3 46.5 18.6 9.3 2.3 .,.,,.,.,.,.,,.,,.  .  .  .
Junior 76,,3.632,65.8 13.2 11.8 5.3 1.3 2.6,.,,.,.,.,.,,.,,.  .  .  .
Senior 102,,3.407,52.0 12.7 21.6 3.9 5.9 2.0,2.0,,.,.,.,.,,.,,.  .  .  .
Undergraduates 381,,3.291,34.4 29.9 21.5 7.6 4.2 1.6,0.8,,.,.,.,.,,.,,.  .  .  .
Special 2,,***,,,,,,.,.,,.,,.  .  .  .
Graduate 75,,3.906,84.0 4.0 .  .  4.0 .,.,,6.7,.,.,.,,.,1.3,.  .  .
Dept. Total 458,,3.354,42.6 25.5 17.9 6.3 4.1 1.3,0.7,,1.3,.,.,.,,.,0.2,.  .  .
"January 27, 2020",,,,,,,,,,,,,Page 160 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,
HEC,,,,,,,,,,,,,
HEC College Total,4820,3.624,59.8 20.6 10.1 4.1 2.2 0.8,0.3,,1.1,,.,.,,.,0.0,0.6 .  0.3 .
Summary by College/School,"#",Ave,A AB B BC C D,F,,S,U,,CR,N,,P,I NW NR Other
HEC,Grades,GPA,,,,,,,,,,,
Freshmen,325,3.387,40.0 34.2 15.4 5.8 2.8 0.9,0.9,,.,,.,.,,.,.,.  .  .  .
Sophomore,741,3.614,60.6 20.5 11.1 3.6 2.2 1.2,.,,0.1,,.,.,,.,.,0.7 .  .  .
Junior,1520,3.607,58.2 21.8 10.9 4.7 2.2 0.8,0.3,,0.1,,.,.,,.,.,1.0 .  0.1 .
Senior,1943,3.656,63.4 19.2 9.4 4.1 2.2 0.8,0.3,,0.2,,.,.,,.,.,0.5 .  0.1 .
Undergraduates,4529,3.614,59.5 21.4 10.6 4.3 2.2 0.9,0.3,,0.1,,.,.,.,,.,0.6 .  0.0 .
Special,41,3.565,36.6 9.8 4.9 7.3 .  2.4,.,,14.6,,.,.,,.,.,.  .  24.4 .
Graduate,248,3.879,69.4 8.5 2.0 .  1.6 .,.,,16.1,,.,.,,.,0.8,0.8 .  0.8 .
Prof Yr 2,1,***,,,,,,,.,,.,.,.  .  .  .
Prof Yr 4,1,***,,,,,,,.,,.,.,.  .  .  .
Professionals,2,4.000,100.0 .  .  .  .  .,.,,.,,.,.,.,,.,.  .  .  .
College Total,4820,3.624,59.8 20.6 10.1 4.1 2.2 0.8,0.3,,1.1,,.,.,,.,0.0,0.6 .  0.3 .
"January 27, 2020",,,,,,,,,,,,,Page 161 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,
TERM : 1202,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,University of Wisconsin - Madison,,,,,,,,,,
"",,(Non-Cross Listed),,,,,,,,,,
IES,,,,,,,,,,,,
ENVIR ST - GAYLORD NELSON INSection #,Ave,A AB B BC C D F,,,S,U,CR,N,P,,I,NW NR Other
360 ENVIR ST Grades,GPA,,,,,,,,,,,
Agroecology of Food and Ag 103 002 25,3.380,44.0 24.0 20.0 4.0 .8.0 .,,,.,.,.,.,.,,.,...
Environmental Geology 106 001 49,3.781,77.6 12.2 4.1 2.0 ..2.0,,,.,.,.,.,.,,2.0,...
Envir St-Social Perspective 112 001 244,3.400,29.5 40.2 14.3 7.8 5.7 0.4 .,,,1.6,.,.,.,.,,0.4,...
117 001 32,3.581,78.1 .6.3 .3.1 9.4 .,,,.,.,.,.,.,,3.1,...
117 002 42,3.714,81.0 .14.3 .2.4 .2.4,,,.,.,.,.,.,,.,...
GreenHouse Roots Seminar Course Total 74,3.658,79.7 .  10.8 .  2.7 4.1 1.4,,,.,.,.,.,,.,1.4,.  .  .
Intro Earth System 120 001 119,3.144,19.3 15.1 45.4 15.1 3.4 0.8 .,,,0.8,.,.,.,.,,.,...
Principles-Envrnmtl Science 126 001 54,3.426,46.3 7.4 38.9 .7.4 ..,,,.,.,.,.,.,,.,...
Physical Systems of Envr 127 001 13,3.458,30.8 38.5 7.7 15.4 ...,,,.,.,.,.,.,,7.7,...
Global Environmental Issues 139 001 85,3.364,22.4 36.5 21.2 5.9 4.7 ..,,,9.4,.,.,.,.,,.,...
